TERRITORIO;TIPOLOGÍA PENAL;2015;2016; Var. % 16/15
Municipio de Vila-Real;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);107;84;-21,5
Municipio de Vila-Real;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);26;20;-23,1
Municipio de Vila-Real;6.-TRÁFICO DE DROGAS (EU);1;2;100,0
Municipio de Vila-Real;7.-DAÑOS;178;118;-33,7
Municipio de Vila-Real;8.-HURTOS;342;279;-18,4
Provincia de Valencia/València;1.-DELITOS Y FALTAS (EU);88760;87352;-1,6
Provincia de Valencia/València;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;11;22,2
Provincia de Valencia/València;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);2825;2585;-8,5
Provincia de Valencia/València;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);6218;6061;-2,5
Provincia de Valencia/València;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1420;1550;9,2
Provincia de Valencia/València;6.-TRÁFICO DE DROGAS (EU);593;632;6,6
Provincia de Valencia/València;7.-DAÑOS;11232;11338;0,9
Provincia de Valencia/València;8.-HURTOS;29560;29124;-1,5
Municipio de Gandia;1.-DELITOS Y FALTAS (EU);3658;3249;-11,2
Municipio de Gandia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Gandia;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);59;65;10,2
Municipio de Gandia;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);113;141;24,8
Municipio de Gandia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);72;78;8,3
Municipio de Gandia;6.-TRÁFICO DE DROGAS (EU);24;38;58,3
Municipio de Gandia;7.-DAÑOS;439;435;-0,9
Municipio de Gandia;8.-HURTOS;1452;1094;-24,7
Municipio de Paterna;1.-DELITOS Y FALTAS (EU);1798;1742;-3,1
Municipio de Paterna;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Paterna;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);44;48;9,1
Municipio de Paterna;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);95;98;3,2
Municipio de Paterna;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;41;5,1
Municipio de Paterna;6.-TRÁFICO DE DROGAS (EU);8;6;-25,0
Municipio de Paterna;7.-DAÑOS;228;215;-5,7
Municipio de Paterna;8.-HURTOS;543;527;-2,9
Municipio de Sagunto/Sagunt;1.-DELITOS Y FALTAS (EU);2057;2133;3,7
Municipio de Sagunto/Sagunt;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Sagunto/Sagunt;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);60;58;-3,3
Municipio de Sagunto/Sagunt;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);307;225;-26,7
Municipio de Sagunto/Sagunt;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);32;18;-43,8
Municipio de Sagunto/Sagunt;6.-TRÁFICO DE DROGAS (EU);25;19;-24,0
Municipio de Sagunto/Sagunt;7.-DAÑOS;195;234;20,0
Municipio de Sagunto/Sagunt;8.-HURTOS;577;657;13,9
Municipio de Torrent;1.-DELITOS Y FALTAS (EU);2243;2049;-8,6
Municipio de Torrent;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Torrent;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);72;71;-1,4
Municipio de Torrent;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);193;168;-13,0
Municipio de Torrent;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);30;33;10,0
Municipio de Torrent;6.-TRÁFICO DE DROGAS (EU);7;18;157,1
Municipio de Torrent;7.-DAÑOS;293;278;-5,1
Municipio de Torrent;8.-HURTOS;518;596;15,1
Municipio de Valencia;1.-DELITOS Y FALTAS (EU);34238;34319;0,2
Municipio de Valencia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;5;0,0
Municipio de Valencia;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1547;1416;-8,5
Municipio de Valencia;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1184;1496;26,4
Municipio de Valencia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);584;658;12,7
Municipio de Valencia;6.-TRÁFICO DE DROGAS (EU);233;239;2,6
Municipio de Valencia;7.-DAÑOS;3697;3736;1,1
Municipio de Valencia;8.-HURTOS;14199;14407;1,5
EXTREMADURA;1.-DELITOS Y FALTAS (EU);20400;19748;-3,2
EXTREMADURA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;4;300,0
EXTREMADURA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);220;221;0,5
EXTREMADURA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);999;962;-3,7
EXTREMADURA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);280;309;10,4
EXTREMADURA;6.-TRÁFICO DE DROGAS (EU);153;162;5,9
EXTREMADURA;7.-DAÑOS;2443;2398;-1,8
EXTREMADURA;8.-HURTOS;5973;5548;-7,1
Provincia de Badajoz;1.-DELITOS Y FALTAS (EU);14059;13776;-2,0
Provincia de Badajoz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
Provincia de Badajoz;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);175;160;-8,6
Provincia de Badajoz;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);730;682;-6,6
Provincia de Badajoz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);218;243;11,5
Provincia de Badajoz;6.-TRÁFICO DE DROGAS (EU);108;96;-11,1
Provincia de Badajoz;7.-DAÑOS;1531;1605;4,8
Provincia de Badajoz;8.-HURTOS;4237;3982;-6,0
Municipio de Badajoz;1.-DELITOS Y FALTAS (EU);5627;5286;-6,1
Municipio de Badajoz;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Badajoz;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);112;78;-30,4
Municipio de Badajoz;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);289;186;-35,6
Municipio de Badajoz;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);93;82;-11,8
Municipio de Badajoz;6.-TRÁFICO DE DROGAS (EU);29;23;-20,7
Municipio de Badajoz;7.-DAÑOS;629;630;0,2
Municipio de Badajoz;8.-HURTOS;1890;1727;-8,6
Municipio de Mérida;1.-DELITOS Y FALTAS (EU);1750;1795;2,6
Municipio de Mérida;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Mérida;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);15;21;40,0
Municipio de Mérida;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);55;52;-5,5
Municipio de Mérida;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);23;27;17,4
Municipio de Mérida;6.-TRÁFICO DE DROGAS (EU);21;16;-23,8
Municipio de Mérida;7.-DAÑOS;228;247;8,3
Municipio de Mérida;8.-HURTOS;549;571;4,0
Provincia de Cáceres;1.-DELITOS Y FALTAS (EU);6341;5972;-5,8
Provincia de Cáceres;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Provincia de Cáceres;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);45;61;35,6
Provincia de Cáceres;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);269;280;4,1
Provincia de Cáceres;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);62;66;6,5
Provincia de Cáceres;6.-TRÁFICO DE DROGAS (EU);45;66;46,7
Provincia de Cáceres;7.-DAÑOS;912;793;-13,0
Provincia de Cáceres;8.-HURTOS;1736;1566;-9,8
Municipio de Cáceres;1.-DELITOS Y FALTAS (EU);1544;1592;3,1
Municipio de Cáceres;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Cáceres;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);16;23;43,8
Municipio de Cáceres;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);38;41;7,9
Municipio de Cáceres;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);16;12;-25,0
Municipio de Cáceres;6.-TRÁFICO DE DROGAS (EU);18;26;44,4
Municipio de Cáceres;7.-DAÑOS;220;199;-9,5
Municipio de Cáceres;8.-HURTOS;427;499;16,9
GALICIA;1.-DELITOS Y FALTAS (EU);58121;56411;-2,9
GALICIA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);11;11;0,0
GALICIA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);811;839;3,5
GALICIA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2880;2776;-3,6
GALICIA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);721;802;11,2
GALICIA;6.-TRÁFICO DE DROGAS (EU);262;253;-3,4
GALICIA;7.-DAÑOS;7524;7326;-2,6
GALICIA;8.-HURTOS;16996;16418;-3,4
Provincia de Coruña (A);1.-DELITOS Y FALTAS (EU);24573;24595;0,1
Provincia de Coruña (A);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;7;133,3
Provincia de Coruña (A);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);335;369;10,1
Provincia de Coruña (A);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1286;1248;-3,0
Provincia de Coruña (A);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);309;371;20,1
Provincia de Coruña (A);6.-TRÁFICO DE DROGAS (EU);83;75;-9,6
Provincia de Coruña (A);7.-DAÑOS;3164;3085;-2,5
Provincia de Coruña (A);8.-HURTOS;7545;7288;-3,4
Municipio de Coruña (A);1.-DELITOS Y FALTAS (EU);6762;7018;3,8
Municipio de Coruña (A);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Coruña (A);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);137;144;5,1
Municipio de Coruña (A);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);131;200;52,7
Municipio de Coruña (A);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);85;110;29,4
Municipio de Coruña (A);6.-TRÁFICO DE DROGAS (EU);28;15;-46,4
Municipio de Coruña (A);7.-DAÑOS;670;752;12,2
Municipio de Coruña (A);8.-HURTOS;2674;2750;2,8
Municipio de Ferrol;1.-DELITOS Y FALTAS (EU);1592;1624;2,0
Municipio de Ferrol;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Ferrol;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);19;30;57,9
Municipio de Ferrol;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);39;39;0,0
Municipio de Ferrol;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);20;12;-40,0
Municipio de Ferrol;6.-TRÁFICO DE DROGAS (EU);7;8;14,3
Municipio de Ferrol;7.-DAÑOS;175;177;1,1
Municipio de Ferrol;8.-HURTOS;523;538;2,9
Municipio de Santiago de Compostela;1.-DELITOS Y FALTAS (EU);2661;2633;-1,1
Municipio de Santiago de Compostela;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Santiago de Compostela;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);38;53;39,5
Municipio de Santiago de Compostela;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);83;64;-22,9
Municipio de Santiago de Compostela;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);33;40;21,2
Municipio de Santiago de Compostela;6.-TRÁFICO DE DROGAS (EU);7;9;28,6
Municipio de Santiago de Compostela;7.-DAÑOS;307;318;3,6
Municipio de Santiago de Compostela;8.-HURTOS;1236;1110;-10,2
Provincia de Lugo;1.-DELITOS Y FALTAS (EU);5477;5406;-1,3
Provincia de Lugo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;3;100,0
Provincia de Lugo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);87;75;-13,8
Provincia de Lugo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);269;255;-5,2
Provincia de Lugo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);43;64;48,8
Provincia de Lugo;6.-TRÁFICO DE DROGAS (EU);28;37;32,1
Provincia de Lugo;7.-DAÑOS;764;767;0,4
Provincia de Lugo;8.-HURTOS;1446;1417;-2,0
Municipio de Lugo;1.-DELITOS Y FALTAS (EU);2129;2075;-2,5
Municipio de Lugo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Lugo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);67;46;-31,3
Municipio de Lugo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);57;67;17,5
Municipio de Lugo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);22;20;-9,1
Municipio de Lugo;6.-TRÁFICO DE DROGAS (EU);12;18;50,0
Municipio de Lugo;7.-DAÑOS;239;294;23,0
Municipio de Lugo;8.-HURTOS;721;670;-7,1
Provincia de Ourense;1.-DELITOS Y FALTAS (EU);5743;5574;-2,9
Provincia de Ourense;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Provincia de Ourense;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);107;85;-20,6
Provincia de Ourense;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);253;295;16,6
Provincia de Ourense;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);85;78;-8,2
Provincia de Ourense;6.-TRÁFICO DE DROGAS (EU);24;18;-25,0
Provincia de Ourense;7.-DAÑOS;622;610;-1,9
Provincia de Ourense;8.-HURTOS;1739;1551;-10,8
Municipio de Ourense;1.-DELITOS Y FALTAS (EU);2823;2687;-4,8
Municipio de Ourense;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Ourense;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);78;61;-21,8
Municipio de Ourense;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);80;76;-5,0
Municipio de Ourense;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);48;41;-14,6
Municipio de Ourense;6.-TRÁFICO DE DROGAS (EU);15;11;-26,7
Municipio de Ourense;7.-DAÑOS;313;357;14,1
Municipio de Ourense;8.-HURTOS;1064;924;-13,2
Provincia de Pontevedra;1.-DELITOS Y FALTAS (EU);22328;20836;-6,7
Provincia de Pontevedra;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);6;1;-83,3
Provincia de Pontevedra;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);282;310;9,9
Provincia de Pontevedra;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);1072;978;-8,8
Provincia de Pontevedra;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);284;289;1,8
Provincia de Pontevedra;6.-TRÁFICO DE DROGAS (EU);127;123;-3,1
Provincia de Pontevedra;7.-DAÑOS;2974;2864;-3,7
Provincia de Pontevedra;8.-HURTOS;6266;6162;-1,7
Municipio de Pontevedra;1.-DELITOS Y FALTAS (EU);2530;2320;-8,3
Municipio de Pontevedra;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Pontevedra;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);44;44;0,0
Municipio de Pontevedra;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);135;107;-20,7
Municipio de Pontevedra;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);18;7;-61,1
Municipio de Pontevedra;6.-TRÁFICO DE DROGAS (EU);15;7;-53,3
Municipio de Pontevedra;7.-DAÑOS;227;225;-0,9
Municipio de Pontevedra;8.-HURTOS;1050;907;-13,6
Municipio de Vigo;1.-DELITOS Y FALTAS (EU);7281;6895;-5,3
Municipio de Vigo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Vigo;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);162;169;4,3
Municipio de Vigo;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);285;233;-18,2
Municipio de Vigo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);119;143;20,2
Municipio de Vigo;6.-TRÁFICO DE DROGAS (EU);51;56;9,8
Municipio de Vigo;7.-DAÑOS;824;784;-4,9
Municipio de Vigo;8.-HURTOS;2381;2401;0,8
MADRID (COMUNIDAD DE);1.-DELITOS Y FALTAS (EU);269965;277774;2,9
MADRID (COMUNIDAD DE);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);22;29;31,8
MADRID (COMUNIDAD DE);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);12751;12624;-1,0
MADRID (COMUNIDAD DE);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);11576;12084;4,4
MADRID (COMUNIDAD DE);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);7596;7681;1,1
MADRID (COMUNIDAD DE);6.-TRÁFICO DE DROGAS (EU);1092;1083;-0,8
MADRID (COMUNIDAD DE);7.-DAÑOS;32797;33090;0,9
MADRID (COMUNIDAD DE);8.-HURTOS;106406;110411;3,8
Municipio de Alcalá de Henares;1.-DELITOS Y FALTAS (EU);7329;7008;-4,4
Municipio de Alcalá de Henares;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0,0
Municipio de Alcalá de Henares;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);225;223;-0,9
Municipio de Alcalá de Henares;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);202;214;5,9
Municipio de Alcalá de Henares;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);251;282;12,4
Municipio de Alcalá de Henares;6.-TRÁFICO DE DROGAS (EU);37;33;-10,8
Municipio de Alcalá de Henares;7.-DAÑOS;1063;1173;10,3
Municipio de Alcalá de Henares;8.-HURTOS;2293;2138;-6,8
Municipio de Alcobendas;1.-DELITOS Y FALTAS (EU);3926;3540;-9,8
Municipio de Alcobendas;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Alcobendas;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);137;127;-7,3
Municipio de Alcobendas;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);122;124;1,6
Municipio de Alcobendas;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);93;114;22,6
Municipio de Alcobendas;6.-TRÁFICO DE DROGAS (EU);6;10;66,7
Municipio de Alcobendas;7.-DAÑOS;418;476;13,9
Municipio de Alcobendas;8.-HURTOS;1400;1213;-13,4
Municipio de Alcorcón;1.-DELITOS Y FALTAS (EU);5267;4997;-5,1
Municipio de Alcorcón;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Alcorcón;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);343;281;-18,1
Municipio de Alcorcón;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);148;224;51,4
Municipio de Alcorcón;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);181;178;-1,7
Municipio de Alcorcón;6.-TRÁFICO DE DROGAS (EU);18;23;27,8
Municipio de Alcorcón;7.-DAÑOS;701;612;-12,7
Municipio de Alcorcón;8.-HURTOS;1982;1794;-9,5
Municipio de Aranjuez;1.-DELITOS Y FALTAS (EU);1835;1952;6,4
Municipio de Aranjuez;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Aranjuez;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);33;51;54,5
Municipio de Aranjuez;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);53;87;64,2
Municipio de Aranjuez;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);24;50;108,3
Municipio de Aranjuez;6.-TRÁFICO DE DROGAS (EU);5;12;140,0
Municipio de Aranjuez;7.-DAÑOS;336;352;4,8
Municipio de Aranjuez;8.-HURTOS;600;569;-5,2
Municipio de Arganda del Rey;1.-DELITOS Y FALTAS (EU);2074;1867;-10,0
Municipio de Arganda del Rey;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Arganda del Rey;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);65;69;6,2
Municipio de Arganda del Rey;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);81;82;1,2
Municipio de Arganda del Rey;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);76;64;-15,8
Municipio de Arganda del Rey;6.-TRÁFICO DE DROGAS (EU);4;9;125,0
Municipio de Arganda del Rey;7.-DAÑOS;331;347;4,8
Municipio de Arganda del Rey;8.-HURTOS;345;317;-8,1
Municipio de Collado Villalba;1.-DELITOS Y FALTAS (EU);2497;2099;-15,9
Municipio de Collado Villalba;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Collado Villalba;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);148;107;-27,7
Municipio de Collado Villalba;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);208;139;-33,2
Municipio de Collado Villalba;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);46;38;-17,4
Municipio de Collado Villalba;6.-TRÁFICO DE DROGAS (EU);5;6;20,0
Municipio de Collado Villalba;7.-DAÑOS;374;292;-21,9
Municipio de Collado Villalba;8.-HURTOS;750;586;-21,9
Municipio de Coslada;1.-DELITOS Y FALTAS (EU);2717;2729;0,4
Municipio de Coslada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Coslada;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);91;94;3,3
Municipio de Coslada;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);97;131;35,1
Municipio de Coslada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);139;134;-3,6
Municipio de Coslada;6.-TRÁFICO DE DROGAS (EU);5;5;0,0
Municipio de Coslada;7.-DAÑOS;440;479;8,9
Municipio de Coslada;8.-HURTOS;902;848;-6,0
Municipio de Fuenlabrada;1.-DELITOS Y FALTAS (EU);5966;6133;2,8
Municipio de Fuenlabrada;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Fuenlabrada;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);295;278;-5,8
Municipio de Fuenlabrada;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);205;246;20,0
Municipio de Fuenlabrada;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);265;265;0,0
Municipio de Fuenlabrada;6.-TRÁFICO DE DROGAS (EU);15;13;-13,3
Municipio de Fuenlabrada;7.-DAÑOS;940;1026;9,1
Municipio de Fuenlabrada;8.-HURTOS;2067;2002;-3,1
Municipio de Getafe;1.-DELITOS Y FALTAS (EU);5573;5750;3,2
Municipio de Getafe;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Getafe;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);359;365;1,7
Municipio de Getafe;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);207;197;-4,8
Municipio de Getafe;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);252;231;-8,3
Municipio de Getafe;6.-TRÁFICO DE DROGAS (EU);7;8;14,3
Municipio de Getafe;7.-DAÑOS;655;667;1,8
Municipio de Getafe;8.-HURTOS;2087;1975;-5,4
Municipio de Leganés;1.-DELITOS Y FALTAS (EU);6973;6967;-0,1
Municipio de Leganés;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Leganés;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);227;206;-9,3
Municipio de Leganés;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);201;257;27,9
Municipio de Leganés;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);237;205;-13,5
Municipio de Leganés;6.-TRÁFICO DE DROGAS (EU);22;22;0,0
Municipio de Leganés;7.-DAÑOS;774;790;2,1
Municipio de Leganés;8.-HURTOS;3122;3154;1,0
Municipio de Madrid;1.-DELITOS Y FALTAS (EU);160562;170044;5,9
Municipio de Madrid;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);12;18;50,0
Municipio de Madrid;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);8555;8708;1,8
Municipio de Madrid;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);5576;6277;12,6
Municipio de Madrid;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);4002;4082;2,0
Municipio de Madrid;6.-TRÁFICO DE DROGAS (EU);805;772;-4,1
Municipio de Madrid;7.-DAÑOS;16238;16814;3,5
Municipio de Madrid;8.-HURTOS;71654;77208;7,8
Municipio de Majadahonda;1.-DELITOS Y FALTAS (EU);2646;2890;9,2
Municipio de Majadahonda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Majadahonda;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);105;114;8,6
Municipio de Majadahonda;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);124;127;2,4
Municipio de Majadahonda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);96;89;-7,3
Municipio de Majadahonda;6.-TRÁFICO DE DROGAS (EU);8;5;-37,5
Municipio de Majadahonda;7.-DAÑOS;365;353;-3,3
Municipio de Majadahonda;8.-HURTOS;1150;1287;11,9
Municipio de Móstoles;1.-DELITOS Y FALTAS (EU);6741;6545;-2,9
Municipio de Móstoles;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;3;200,0
Municipio de Móstoles;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);296;249;-15,9
Municipio de Móstoles;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);281;307;9,3
Municipio de Móstoles;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);319;260;-18,5
Municipio de Móstoles;6.-TRÁFICO DE DROGAS (EU);29;33;13,8
Municipio de Móstoles;7.-DAÑOS;1104;1023;-7,3
Municipio de Móstoles;8.-HURTOS;1876;1795;-4,3
Municipio de Parla;1.-DELITOS Y FALTAS (EU);4517;4215;-6,7
Municipio de Parla;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Parla;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);301;265;-12,0
